2018-01-18 11:04:49,915 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57390)
2018-01-18 11:04:49,915 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,916 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57388]
2018-01-18 11:04:49,916 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57390]
2018-01-18 11:04:49,916 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x2 0x11
2018-01-18 11:04:49,917 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x2 0x11
2018-01-18 11:04:49,917 machinedetest  pymodbus.factory DEBUG Factory Request[17]
2018-01-18 11:04:49,917 machinedetest  pymodbus.server.sync DEBUG send: 00000000000c02110950796d6f64627573ff
2018-01-18 11:04:49,917 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,917 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57392)
2018-01-18 11:04:49,917 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,918 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57390]
2018-01-18 11:04:49,918 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57392]
2018-01-18 11:04:49,918 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x2 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,918 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x2 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,918 machinedetest  pymodbus.factory DEBUG Factory Request[43]
2018-01-18 11:04:49,919 machinedetest  pymodbus.server.sync DEBUG send: 000000000025022b0e018300000300125363686e656964657220456c656374726963010253480203312e30
2018-01-18 11:04:49,919 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,919 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57394)
2018-01-18 11:04:49,919 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,919 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57392]
2018-01-18 11:04:49,920 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57394]
2018-01-18 11:04:49,920 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x3 0x11
2018-01-18 11:04:49,920 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x3 0x11
2018-01-18 11:04:49,920 machinedetest  pymodbus.factory DEBUG Factory Request[17]
2018-01-18 11:04:49,920 machinedetest  pymodbus.server.sync DEBUG send: 00000000000c03110950796d6f64627573ff
2018-01-18 11:04:49,920 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,920 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57396)
2018-01-18 11:04:49,920 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,921 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57394]
2018-01-18 11:04:49,921 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57396]
2018-01-18 11:04:49,921 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x3 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,922 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x3 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,922 machinedetest  pymodbus.factory DEBUG Factory Request[43]
2018-01-18 11:04:49,922 machinedetest  pymodbus.server.sync DEBUG send: 000000000025032b0e018300000300125363686e656964657220456c656374726963010253480203312e30
2018-01-18 11:04:49,922 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,922 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,922 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57398)
2018-01-18 11:04:49,922 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57396]
2018-01-18 11:04:49,923 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57398]
2018-01-18 11:04:49,923 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x4 0x11
2018-01-18 11:04:49,923 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x4 0x11
2018-01-18 11:04:49,923 machinedetest  pymodbus.factory DEBUG Factory Request[17]
2018-01-18 11:04:49,923 machinedetest  pymodbus.server.sync DEBUG send: 00000000000c04110950796d6f64627573ff
2018-01-18 11:04:49,924 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,924 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57400)
2018-01-18 11:04:49,924 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,924 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57398]
2018-01-18 11:04:49,924 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57400]
2018-01-18 11:04:49,924 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x4 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,925 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x4 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,925 machinedetest  pymodbus.factory DEBUG Factory Request[43]
2018-01-18 11:04:49,925 machinedetest  pymodbus.server.sync DEBUG send: 000000000025042b0e018300000300125363686e656964657220456c656374726963010253480203312e30
2018-01-18 11:04:49,925 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,925 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57402)
2018-01-18 11:04:49,925 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,926 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57400]
2018-01-18 11:04:49,926 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57402]
2018-01-18 11:04:49,926 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x5 0x11
2018-01-18 11:04:49,926 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x5 0x11
2018-01-18 11:04:49,926 machinedetest  pymodbus.factory DEBUG Factory Request[17]
2018-01-18 11:04:49,926 machinedetest  pymodbus.server.sync DEBUG send: 00000000000c05110950796d6f64627573ff
2018-01-18 11:04:49,927 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,927 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57404)
2018-01-18 11:04:49,927 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,927 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57404]
2018-01-18 11:04:49,928 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x5 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,928 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x5 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,928 machinedetest  pymodbus.factory DEBUG Factory Request[43]
2018-01-18 11:04:49,928 machinedetest  pymodbus.server.sync DEBUG send: 000000000025052b0e018300000300125363686e656964657220456c656374726963010253480203312e30
2018-01-18 11:04:49,927 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57402]
2018-01-18 11:04:49,928 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,929 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57406)
2018-01-18 11:04:49,929 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,929 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57404]
2018-01-18 11:04:49,929 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57406]
2018-01-18 11:04:49,930 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x6 0x11
2018-01-18 11:04:49,930 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x6 0x11
2018-01-18 11:04:49,930 machinedetest  pymodbus.factory DEBUG Factory Request[17]
2018-01-18 11:04:49,930 machinedetest  pymodbus.server.sync DEBUG send: 00000000000c06110950796d6f64627573ff
2018-01-18 11:04:49,930 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,930 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57408)
2018-01-18 11:04:49,930 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,931 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57406]
2018-01-18 11:04:49,931 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57408]
2018-01-18 11:04:49,931 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x6 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,931 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x6 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,931 machinedetest  pymodbus.factory DEBUG Factory Request[43]
2018-01-18 11:04:49,932 machinedetest  pymodbus.server.sync DEBUG send: 000000000025062b0e018300000300125363686e656964657220456c656374726963010253480203312e30
2018-01-18 11:04:49,932 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,932 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57410)
2018-01-18 11:04:49,932 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,932 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57408]
2018-01-18 11:04:49,932 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57410]
2018-01-18 11:04:49,933 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x7 0x11
2018-01-18 11:04:49,933 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x7 0x11
2018-01-18 11:04:49,933 machinedetest  pymodbus.factory DEBUG Factory Request[17]
2018-01-18 11:04:49,933 machinedetest  pymodbus.server.sync DEBUG send: 00000000000c07110950796d6f64627573ff
2018-01-18 11:04:49,933 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,933 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57412)
2018-01-18 11:04:49,933 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,934 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57410]
2018-01-18 11:04:49,934 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57412]
2018-01-18 11:04:49,934 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x7 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,934 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x7 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,934 machinedetest  pymodbus.factory DEBUG Factory Request[43]
2018-01-18 11:04:49,934 machinedetest  pymodbus.server.sync DEBUG send: 000000000025072b0e018300000300125363686e656964657220456c656374726963010253480203312e30
2018-01-18 11:04:49,935 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,935 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57414)
2018-01-18 11:04:49,935 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,935 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57414]
2018-01-18 11:04:49,935 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57412]
2018-01-18 11:04:49,935 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x8 0x11
2018-01-18 11:04:49,936 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x2 0x8 0x11
2018-01-18 11:04:49,936 machinedetest  pymodbus.factory DEBUG Factory Request[17]
2018-01-18 11:04:49,936 machinedetest  pymodbus.server.sync DEBUG send: 00000000000c08110950796d6f64627573ff
2018-01-18 11:04:49,936 machinedetest  pymodbus.server.sync DEBUG 
2018-01-18 11:04:49,936 machinedetest  pymodbus.server.sync DEBUG Started thread to serve client at ('127.0.0.1', 57416)
2018-01-18 11:04:49,936 machinedetest  pymodbus.transaction DEBUG 
2018-01-18 11:04:49,936 machinedetest  pymodbus.server.sync DEBUG Client Connected [127.0.0.1:57416]
2018-01-18 11:04:49,937 machinedetest  pymodbus.server.sync DEBUG Client Disconnected [127.0.0.1:57414]
2018-01-18 11:04:49,937 machinedetest  pymodbus.server.sync DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x8 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,937 machinedetest  pymodbus.transaction DEBUG 0x0 0x0 0x0 0x0 0x0 0x5 0x8 0x2b 0xe 0x1 0x0
2018-01-18 11:04:49,937 machinedetest  pymodbus.factory DEBUG Factory Request[43]
